2.54088	1.702602	1.845819	1.875438	1.853708	2.103347	2.059662	2.040933	1.710444	4.318079	4.077511	0.536455	0.039403	0.000516436629414	0.00190022774322	0.00383458839863
2.549016	1.702602	1.843771	1.875422	1.863306	2.100915	2.061102	2.040933	1.726828	5.464959	4.077427	0.659335	0.035307	0.000631064509687	0.000354223615482	0.00233224915464
2.552834	1.792369	2.112066	2.100703	1.886879	2.281115	2.289709	1.893989	1.74808	4.575063	0.3045	3.936228	1.870508	0.000661483324639	0.000990138181464	0.000797902674428
2.552834	1.792369	2.112066	2.100703	1.886879	2.281115	2.29523039902	1.893989	1.74808	4.575063	0.3045	3.936228	1.870508	0.000661483324639	0.000990138181464	0.000797902674428
2.457243	1.686219	2.13413	1.946225	2.064043	2.184865	2.06338	1.930665	1.986713	4.395006	0.307921	3.337962	2.006187	0.000664414349965	0.000134574792662	0.00159394111031
2.552834	1.784177	2.15548342082	2.102903	2.030239	2.280867	2.27372018894	1.893989	1.765638	4.706135	0.304852	3.948516	1.870508	0.000695503926731	0.00104336136255	0.00062250492553
2.552834	1.792369	2.112066	2.1515539078	1.886879	2.281115	2.289709	1.893989	1.74808	4.575063	0.3045	3.936228	1.870508	0.000711678259209	0.000825135994698	0.000857257139265
2.472251	1.818993	1.852041	1.997424	1.8951	2.132897	2.152404	1.937065	1.988615	4.849918	3.977414	0.192226	0.395621	0.000713219893109	0.001355612486	0.000174360309849
2.473819	1.817291	1.978091	1.951207	2.030094	2.182837	2.150828	1.929389	2.004231	4.327678	0.297809	3.413498	4.041389	0.000714289348406	0.00062376255477	0.000857324267627
2.456898	1.790593	2.075138	1.993695	1.888655	2.251131	2.277259	1.892461	1.741233	4.784761	0.274204	3.857124	1.882796	0.000715786179224	0.000530745086651	0.00126754568948
2.463003	1.890955	2.049291	2.045425	2.03283	2.096045	2.132436	1.931935	1.983351	4.32627	3.094225	3.16057	0.002511	0.000718683065653	0.00125701773692	0.000110683644654
2.464386	1.684097	2.075138	1.993183	1.888271	2.231609	2.346285	1.933653	1.743223	4.785169	0.27318	3.070692	1.882916	0.000720879524978	0.00136975399406	4.79839760636e-06
2.472315	1.851761	1.851961	1.99726	1.896108	2.133161	2.148436	1.937117	1.988595	4.915826	3.977414	0.192226	0.558437	0.000755092051405	0.00110912776442	0.000287733617437
2.489755	1.817291	2.03876824998	2.078321	2.03027	2.165665	2.152404	1.929641	2.027783	4.32563	0.307921	3.292666	2.07696296077	0.000757903612927	0.000205505459141	0.000854775555292
2.489755	1.817291	2.044043	2.078321	2.03027	2.165665	2.152404	1.929641	2.027783	4.32563	0.307921	3.292666	2.07696296077	0.000757903612927	0.000205505459141	0.000854775555292
2.489755	1.817291	2.043627	2.078169	2.04462421931	2.182817	2.152876	1.929641	1.990919	4.32563	0.307921	3.292922	2.067117	0.000759694256979	0.000654293498473	0.000676915711299
2.489755	1.817291	2.0026905243	2.078169	2.04462421931	2.182817	2.152876	1.929641	1.990919	4.32563	0.307921	3.292922	2.067117	0.000759694256979	0.00110839853241	0.00054841903332
2.489755	1.817291	2.043627	2.078169	2.06730720785	2.182817	2.152876	1.929641	1.990919	4.32563	0.307921	3.292922	2.067117	0.000762491631728	0.000436328416976	0.000474865837147
