2.337047	1.86332556474	1.528127	1.65276	2.06940549838	2.514179	2.206983	2.360584	2.618457	2.357043	2.58705	6.183489	4.51518	6.340286	0.0187742319232	0.0039178724178	0.00761809626619
2.337047	1.86336	1.528175	1.660952	2.036626	2.405635	2.206991	2.360584	2.6674583285	2.361139	2.570649	4.611009	5.891436	6.372862	0.0192581012077	0.00242243011896	0.00676265340307
2.344887	1.80704	1.528207	1.660928	1.513696	2.437947	2.125103	2.516328	2.622935	2.363777	2.56995	8.215169	5.961548	5.308862	0.0199543964944	7.8532069591e-05	0.00492779641328
2.320447	1.806848	1.528143	1.661968	1.598384	2.511619	2.125071	2.590856	2.660751	2.462665	2.587214	8.018641	5.797228	5.806078	0.0244038819138	0.00100872782823	0.00469121903826
2.337471	1.832448	1.530239	1.6592	1.604288	2.392835	2.108655	2.508424	2.619855	2.359697	2.390574	8.214657	5.896556	5.81587	0.0266047069075	0.00146654072472	0.00444735738586
2.323519	1.824224	1.530271	1.676224	1.611968	2.392835	2.108873	2.336904	2.656727	2.380177	2.391774	8.214657	5.897068	5.906259	0.0270630653293	0.00133942968621	0.00447240102535
2.339903	1.81808	1.530223	1.676192	1.611968	2.393347	2.36202930243	2.336904	2.632663	2.380465	2.389726	4.937857	5.821804	4.233087	0.0277715223914	0.00832277535116	0.000205574498662
2.320703	1.835488	1.530191	1.659912	1.60024	2.438427	2.129359	2.541704	2.652559	2.470601	2.587214	6.969937	5.896556	6.107582	0.0281857716446	0.00198881297153	0.00398280731965
2.337471	1.832448	1.530239	1.6592	1.604288	2.392835	2.108655	2.508424	2.619855	2.359697	2.390574	8.214657	5.896556	5.90631488573	0.0289019805697	0.00194454719236	0.00415649010264
2.320447	1.836544	1.530191	1.65992	1.600432	2.425627	2.129359	2.60724	2.652559	2.467273	2.587214	8.219217	5.896556	6.078014	0.0296826114383	0.00170614686088	0.0043444034667
2.336917	1.807104	1.528127	1.660944	2.05093	2.518275	2.170185	2.37748	2.665943	2.380619	2.61276	4.803153	5.895532	7.419576	0.0305858580838	0.00521704047061	0.00269846116671
2.339909	1.807104	1.528127	1.655824	2.05029	2.518275	2.174281	2.376968	2.655703	2.380619	2.603608	4.872785	5.895532	7.419472	0.0306725804634	0.00520214658863	0.00271940293935
2.339909	1.807104	1.528127	1.655824	2.05029	2.53460428732	2.174281	2.376968	2.655703	2.380619	2.603608	4.872785	5.895532	7.419472	0.0306725804634	0.00520214658863	0.00271940293935
2.304278	1.839793	1.528191	1.653784	2.036114	2.471171	2.174255	2.37673893369	2.660439	2.357043	2.55892925116	4.266704	5.141868	6.371006	0.0338413531823	0.000440939868274	0.00477220676766
2.304278	1.839793	1.528191	1.653784	2.036114	2.471171	2.174255	2.36148	2.660439	2.357043	2.554458	4.266704	5.141868	6.371006	0.0338413531823	0.000440939868274	0.00477220676766
2.304278	1.839793	1.528191	1.653784	2.036114	2.471171	2.174255	2.36148	2.660439	2.357043	2.55892925116	4.266704	5.141868	6.371006	0.0338413531823	0.000440939868274	0.00477220676766
2.345247	1.832128	1.528191	1.660952	1.643296	2.452539	2.106927	2.316808	2.6800045153	2.359681	2.390618	4.878273	5.89758	6.111678	0.0341251116105	0.00457411879369	0.00209221406227
2.345247	1.832128	1.528191	1.660952	1.643296	2.452539	2.106927	2.316808	2.680207	2.359681	2.390618	4.878273	5.89758	6.111678	0.0341251116105	0.00457411879369	0.00209221406227
2.320341	1.80704	1.530191	1.65992	1.608958	2.425627	2.129327	2.60724	2.651535	2.467249	2.58723	8.209489	5.896556	6.108734	0.0342316722405	0.00297675987771	0.00355064394834
2.336823	1.807872	1.528175	1.653784	2.035571	2.393347	2.166575	2.377864	2.635224	2.369331	2.571289	4.277377	5.117292	4.272639	0.0344556190438	0.00203462727975	0.00383464889648
2.336823	1.807872	1.528175	1.653784	2.035703	2.393347	2.190639	2.377864	2.635352	2.369331	2.570779	4.348497	5.141868	4.272175	0.0345438695372	0.00197316258818	0.0039018825667
2.349887	1.832448	1.521999	1.660944	1.60044	2.438203	2.108719	2.508936	2.622863	2.467249	2.587182	8.219217	5.896556	6.074814	0.0373658003966	0.00400548262579	0.00295423796561
2.345663	1.831616	1.528191	1.660224	1.611552	2.452795	2.108687	2.491656	2.655631	2.357153	2.456494	8.222849	5.891436	6.078142	0.0374978555702	0.00401179585961	0.00293639253566
