%eval_id interface    DAKOTA_RC_1    DAKOTA_RC_2    DAKOTA_RC_3    DAKOTA_RC_4    DAKOTA_RC_5    DAKOTA_RC_6    DAKOTA_RC_7    DAKOTA_RC_8    DAKOTA_RC_9    DAKOTA_EP_1       obj_fn_1       obj_fn_2       obj_fn_3 
20           NO_ID    2.222519647    1.672583902    1.443432169    2.341211907    2.191066962    2.352966081    2.076912893    2.153034258    2.105221308    3.470965171            100            100            100 
21           NO_ID    2.225219262     1.62548108    1.072037771    2.332009349    1.996086052    2.273087375    2.499286766    2.374156682    2.301732143    0.491885735   0.2760164612 0.001559586295 0.002531980696 
22           NO_ID    2.227042613    2.162310048    1.428434403    2.009931778    2.397405244    2.410762316    2.587763035    2.184335223    2.198598813    6.476274907   0.2709639531 0.001022122165 0.0003151695867 
23           NO_ID      2.2290035    1.715015632    1.500738941     1.99930663    2.149971748    2.182434266    2.479047562    2.291828843    2.055885488    7.198933581            100            100            100 
24           NO_ID    2.230977778    2.053880056    1.260698458    2.182951346    2.240756038    2.067879343    2.475263183    2.381736639    2.130745825    6.453333548   0.2715892545 0.000305262494 0.001132391171 
25           NO_ID     2.23121143    1.681408341    1.951926997    2.322994796    2.060176667    2.094155865    2.130883718     2.09489224    2.298529772    5.049280042   0.2740366488 0.001694068052 0.003081122089 
26           NO_ID    2.233808402    1.986292478    1.276538994    2.060366317    2.314530481    2.025880548    2.342692166    2.026093906    2.153802941     4.21921123   0.2722711918 0.001073375019 0.002479105297 
27           NO_ID    2.233945039    1.625244875     1.06213357    2.060292254     2.06756008    2.392565819    2.537708248    2.393559329     2.21412667    2.627856029   0.2742754672 0.001402815424 0.002209512532 
28           NO_ID    2.234067795    1.689000653    1.043743532    2.235076439    2.039663708    2.173259278    2.208290601    2.163120313    2.383392277    2.165352368    0.273515165 0.0006594813277 0.001580478047 
29           NO_ID     2.23818728    1.666781629    1.587979924    2.144220539    1.974107097     2.48414385    2.583766947    2.301661054    2.028199258    6.419903848   0.2734725811 0.0006987536343 0.001924020012 
30           NO_ID    2.239714838    1.704556269    1.868077157    2.093050812    2.351325191    2.057642521     2.43763077    2.227631538    2.322559693    9.086767085   0.2748506298 0.002903752299 0.004211786468 
31           NO_ID    2.239975599    1.801792688    1.272969359    2.386875982    2.337530115    2.192311836     2.23184892    2.085492929    2.298268997    9.258915501   0.2730240883 0.0003958046334 0.001716476143 
32           NO_ID    2.240391936    1.874740413    1.203100901    2.482498977    2.105548542    2.087890711    2.139699006    2.158633207    2.059043674    9.709360135   0.2724656722 0.001005410413 0.002380587731 
33           NO_ID    2.240806535    2.074951537    1.490426733    2.136324601    2.416795647    2.303565979    2.525474165    2.097324437    2.132620923    2.997033238    0.269789259 0.0007505776281 0.001762925712 
34           NO_ID    2.244241553    1.912615146    1.635520022    1.994985709    2.105815757     2.13228236    2.059314002    2.259258186    2.220618275    3.254223304   0.2708139673 0.0009711659973 0.002597816242 
35           NO_ID    2.245495375    1.666926494    1.016885431     2.27674027    2.177396222    2.518534799    2.437879791    2.277120125    2.074093621    4.375790741   0.2713926267 0.001849145496 0.0009133948112 
36           NO_ID    2.248272524    1.693526578    1.057904584    2.291797204    2.137010382    2.522083287    2.027917868    2.006910465    2.008284692    1.601150897   0.2725037949 0.001436907029 0.002169419945 
37           NO_ID    2.249682893    1.857851607    1.786716767    1.950487838    1.980846403    2.053535051    2.144643703    2.141153414    2.130582274    11.84876722   0.2704062649 4.342142552e-05 0.001390018958 
38           NO_ID     2.25093421    1.828773839    1.742264446    1.917585319    1.972672134    2.196372375    2.417212811    2.190628365    2.105468953    10.30000821   0.2709146308 0.001401425272 0.002757014087 
39           NO_ID    2.251526885    2.111515253     1.17499966    1.984241064    2.179377557     2.11224412    2.341073711    2.121931214    2.320237672    10.29490161            100            100            100 
40           NO_ID    2.251881645    1.619871576    1.462408055    2.327927888    1.980169853    2.452152738    2.103783131    2.338696719    2.025708519    2.537750866   0.2729954435 0.001190773832 0.002515642815 
41           NO_ID    2.253600078      1.7074248    1.139051878    2.368697351     2.35615765     2.26429925    2.289225528    2.193870065     2.29384425    1.641082971   0.2711605972 0.001361866446 0.002490851213 
42           NO_ID    2.255619305    1.810467339    1.809422183     2.13201957    1.901851587     2.46230737    2.019930375    2.246672306    2.226553961    4.921420468   0.2713233877 0.001026345456 0.002338231499 
43           NO_ID    2.256372493    1.916100831    1.597239347    2.319048957    2.191774541    2.544190725    2.570940341    2.348240267    2.233058464    9.353384808   0.2686038535 0.006613586629 0.007600631364 
44           NO_ID    2.258308799    1.970919671   0.8296572091    1.957655385    2.435704915    2.289870912    2.484122705     2.09271258    2.198416737    9.852188776   0.2689199008   0.1433176951   0.1326306908 
45           NO_ID    2.259008219    1.770126945    1.829718417    2.229253362    2.462088765    2.172206537    2.119149231    2.175877943     2.36159118    8.782277951   0.2686554217 0.0008372127099 0.002284621719 
46           NO_ID     2.25919201    1.929814423   0.9509952091    1.979703848    2.440315088      2.3809331     2.27730185    2.130879693     2.14035348    2.437121486   0.2691837011 0.005384521136 0.001714080316 
47           NO_ID      2.2596865    2.106933616    1.527444904    2.123745262    1.943343529    2.095284944    2.475077491    2.231069007    2.141297506     5.12698086   0.2681796987 0.0002153566194 0.001853621709 
48           NO_ID    2.260836328    1.948413754   0.9223874936    2.155058332    2.142935965    2.203296443    2.308404034    2.344472794     2.15045241    6.841489896   0.2697123193  0.00272338728 0.001590607074 
49           NO_ID     2.26429877    1.612677064    1.044671275    2.484134985    2.263555017     2.20600301    2.145659863    2.378940206    2.088426762    6.412958882   0.2698201593 6.790529136e-05 0.0007821020858 
50           NO_ID    2.264934457    2.032733873    1.956700163    2.434313162    2.118413295    2.113360523    2.125221285    2.248737045    2.023393242    4.164917436   0.2674440059  0.00100598133 0.002669341152 
51           NO_ID    2.272157997     1.66599214    1.584176672    1.910308934    2.230556688     2.54394054    2.217470083    2.368672621    2.151272565    3.780688899   0.2680299713 0.001096143788  0.00233867171 
52           NO_ID    2.272461874    1.895467912    1.582479831    1.999665774    2.484792859    2.491504505    2.317440219    2.053147057    2.163138598     11.2022286   0.2673871886 0.0009273838806 0.000342060015 
53           NO_ID    2.273701854    2.185559465     1.97727125    2.247434212     1.95909583    2.363420857    2.366648286    2.335054123    2.347252182    10.20171253   0.2669750985 0.007107447144  0.00541952459 
54           NO_ID     2.27517826    1.707941476    1.416935599    2.387776961    2.055938878     2.46800163    2.249741345    2.153401165    2.055030749     1.93149528   0.2671236793 0.001374492416 0.002598116671 
55           NO_ID    2.277987781    1.808199341    1.362084454    2.450721507    2.185696612    2.354141908    2.525543925     2.23083933    2.113475172    10.40992976   0.2665075723 0.003405841013 0.004599624931 
56           NO_ID    2.278519207    2.154440708    1.221095938    2.054527586    2.119189627    2.246795807    2.483050903    2.285419514    2.169322658    2.678692372   0.2669118644 0.0003382778354 0.001410915422 
57           NO_ID    2.279156674    1.848072346    1.805104917    2.106448197    2.055894584    2.103710379     2.03107942    2.264292964    2.330380805    3.698577277   0.2658605924  0.00106150249 0.002625875003 
58           NO_ID    2.279882849    2.188179859    1.277406149    2.205578875    2.122330998    2.232689228    2.269092838    2.296028923    2.037672339    3.500277055   0.2669720155 0.0006747942164 0.002014277883 
59           NO_ID    2.279940975    2.055889266    1.171509203    2.134151139    2.493986153    2.563513963    2.221712387    2.282546188    2.337280677    10.40451956   0.2689133131   0.0116979222 0.009834916647 
60           NO_ID    2.280005042    2.168244292    1.150229598     1.94184411    2.458352613    2.289149564    2.229191008    2.330243603    2.149584998    9.212035411   0.2690106304 0.008606537558 0.006661224386 
61           NO_ID    2.281941701    1.603522922    1.484412174    2.330646906    2.245470672    2.326987512    2.266956813    2.063646199    2.293080804     11.9698112   0.2678217313 0.003046855117  0.00410825133 
62           NO_ID     2.28210375     2.12792022    1.720393489    2.471870959    2.312596509    2.530582884    2.184633228    2.253417999    2.100229539    6.201614781   0.2654995036 0.0001564226911 0.001358044196 
63           NO_ID    2.282180516     2.02680055      1.1326636    2.253620003    2.009751896    2.507087837    2.421499346    2.390010053    2.319795197   0.3523616755   0.2661952374  0.00124967168 0.002305188547 
64           NO_ID    2.283579533    1.661016609    1.054136758    2.249365102    2.498990337    2.064754043    2.192550532    2.122506581    2.323660407     9.27730467   0.2675737101 0.002572068551 0.003520060503 
65           NO_ID    2.285145844    2.060002377    1.944362756    2.492993472    1.928691404    2.335082551     2.20521365    2.013453791    2.095827448   0.7891358159   0.2671712134 0.0009667663274 0.002127787662 
66           NO_ID    2.286449112    2.146137921    1.018749392    2.042315205    2.161499034    2.377415994    2.422778913    2.352416124    2.129123036    11.52556883   0.2658843139  0.01853514503  0.01672145332 
67           NO_ID    2.287709444    1.987971665    1.281482066     2.29196182    2.157347329    2.389895869     2.30172815    2.246786822    2.213309778    0.359614989   0.2643975924 0.001319962402 0.002549401371 
68           NO_ID    2.288111432    1.676494209    1.876894674    2.175196854    2.479898796    2.456899172    2.084761199     2.01780855    2.258682928    7.383015664   0.2674958461 0.002629501965 0.003761744721 
69           NO_ID    2.288246865     1.86733602    1.512692272    2.154705935    2.151471004    2.119901153    2.460708945    2.264753911    2.058874308    11.86698175            100            100            100 
70           NO_ID    2.291199018    2.178159193    1.953734511     2.43078849    2.122379732    2.050974352     2.41493234    2.137431119    2.335643956    9.144624547   0.2645404593 0.006982486332 0.004995620115 
71           NO_ID    2.294075166    2.100900736    1.468980435     2.47567371    2.045571052    2.151891384     2.23058586    2.270264647      2.3311526   0.2404609827   0.2641683516 0.0006894173353 0.002317917114 
72           NO_ID    2.295240492    1.973202879   0.8505495873    2.323902965    2.223924385    2.310971405    2.178044872    2.166312206      2.0381536    6.965152589   0.2641240742   0.1626711532   0.1185180457 
73           NO_ID     2.29667455    2.098678741    1.971172186    2.329237248    2.236918038    2.332722624    2.190702908    2.219478813    2.009288833    6.756256787   0.2650870877 0.000699218433  0.00193140137 
74           NO_ID    2.296775863    1.910338374    1.822591956    2.399920903    2.441054401    2.139625365    2.199830946     2.14290253    2.298677988    3.043917195   0.2640077423 0.0006469572312 0.002144903735 
75           NO_ID    2.297550337     2.05979606    1.273762863    1.973536366    2.274785233    2.019214074    2.443485354    2.104971611    2.095624893    4.684346864   0.2637129209 0.001190073451 0.002510112012 
76           NO_ID    2.298808953    1.853608159    1.832847212    2.489569552    2.256220824    2.035953035    2.359660258    2.380244006    2.006486452   0.8750057597   0.2637771732 0.001264869961 0.002840420523 
77           NO_ID    2.302169239    2.151703308    1.858975007    2.238825926    2.208433194    2.225676854    2.486486758    2.158246412    2.027343623    5.959290094   0.2656912743 0.0003815720302 0.001486285398 
78           NO_ID    2.304147962    1.806790954    1.455894156    2.463076145    2.498181319    2.342826584    2.344946923    2.326383065    2.355892824    7.582722537   0.2625237807 0.003823247224 0.004810750991 
79           NO_ID    2.304737187    1.970025733    1.019307429    1.928238003    2.287611052    2.182325849    2.224610378    2.136549242    2.312178931    7.656276163   0.2630411865 0.004911676537 0.003963896823 
80           NO_ID    2.305982275    1.958479562    1.940384372    2.064785243    2.175042308     2.42646732    2.203363955    2.005169462    2.005657822    2.118954443   0.2642431173 0.001126041593 0.002238568549 
81           NO_ID    2.307576158    1.736843212    1.416122558    2.088253973    2.419019934    2.286280358     2.43752344    2.234780672    2.052954518    5.858791728    0.264248381 0.0008885358248 0.002190541731 
82           NO_ID    2.310193798    1.823898318    1.137733709    2.278485168    2.092071371    2.484443547    2.025015244    2.099437465    2.008079988    8.181932317   0.2636364936 0.0009264222248 0.002083760297 
83           NO_ID    2.310673153    2.197009292    1.131347666    2.338663939    2.125360369    2.152199701    2.243037165    2.167050842    2.249759695    10.92665815   0.2627531692 3.778229244e-05 0.001391022472 
84           NO_ID    2.311796041     1.90192155   0.8845411618    2.459782398    2.212230484    2.372827269    2.503722938    2.353133711    2.217224133    2.612635705   0.2624915312 0.009308258152  0.01224177867 
85           NO_ID    2.313309865    1.884860156    1.122681278    2.365490672    2.187077837    2.137619881    2.445075049     2.23259854    2.289621144    10.79660663   0.2628124643 0.003623799768 0.004944007678 
86           NO_ID    2.314542851    1.934887988    1.996994745    2.234128199     2.32826855    2.320001365    2.373615883    2.307289586    2.080197193   0.3995222358   0.2621863702 0.001080973098 0.002288510598 
87           NO_ID    2.315311061     1.88027076    1.680822101     2.00700517    2.373321572    2.291736241    2.164647691    2.207301562    2.022122365   0.9697445952   0.2641813997 0.001409908379 0.002662068281 
88           NO_ID    2.316893155    1.625146701    1.286120715    2.432860498    2.064095824     2.46690484    2.142593169    2.150321699    2.037480594      9.9576943   0.2652838449 0.001632824987 0.002784920548 
89           NO_ID    2.318175333    1.795758571     1.45038303    2.007151712    2.270730313    2.245949624    2.398095286    2.333231245    2.144932233    7.372576205   0.2640403036 0.007682727858 0.005180003874 
90           NO_ID    2.318189289    2.060346875    0.928098913    1.937480678    2.332217834    2.476645966    2.568063562    2.011234041    2.171181977    2.368157388   0.2627579929 0.001540553117 0.002665809032 
91           NO_ID    2.320715823    1.810103502    1.504143875    2.498833745    2.205089211    2.557887694    2.131116104    2.242935476    2.231183315    9.240870348   0.2621883765 0.003472007973 0.004507178522 
92           NO_ID    2.321323951    2.190739683    1.576594467    2.248732851    1.994773311    2.420528178    2.434647448     2.11764475    2.261885747    7.548759311   0.2620851582 0.001661840109 0.0004725995831 
93           NO_ID    2.322168208    1.619478206    1.986591922    2.083131122    2.135288956     2.10159314     2.11433454    2.125712648    2.317316285    7.411114944            100            100            100 
94           NO_ID    2.323364327     1.65346563    1.999757619     2.11581075    2.008297179    2.531203419    2.553280016    2.249587525    2.170814138    8.341509052   0.2618190601 0.002628179729 0.003779939416 
95           NO_ID    2.324500036    1.723200211    1.558913452    2.450472505    2.246945472    2.422800255    2.045757449    2.148015308    2.112935843    5.154074155   0.2626765085 0.001482992138 0.002641570301 
96           NO_ID    2.325761061    1.638117282    1.619385681    2.401514241    2.114554095    2.280286167    2.439747259    2.362127073    2.262611105   0.5711308124   0.2621778873 0.001372701137 0.002534934909 
97           NO_ID     2.32714318    1.720379625    1.226388942    2.468173053    2.215576693    2.246530077    2.557084827    2.085117623    2.256054248    5.029501589   0.2615127172 0.001292352511 0.002448993609 
98           NO_ID     2.32782186    2.163499733    1.878709474    2.126942636    1.932766881     2.41614914     2.32574428    2.309336704    2.094937291     1.61376508   0.2613579853 0.001153176074 0.002326539827 
99           NO_ID    2.336482379    1.962318748    1.533043811    2.327732408    2.445152935    2.042583366     2.08006223    2.168303247    2.096631756    1.018771263    0.258031098 0.001378414553 0.002860081892 
100          NO_ID    2.337998871    2.037459048    1.523685641    1.984121976     2.43171127    2.503393367    2.235446425    2.275794242    2.053482343    3.217705955   0.2627986204 0.001078226754  0.00230893347 
101          NO_ID    2.338691394    1.776568611     1.66912192    2.144670316    2.317401167     2.25491215    2.259825919    2.229891677     2.25429146    6.147408382   0.2602429898 0.001379539408 0.002486609748 
102          NO_ID     2.34075275    1.835628641    1.122573825    2.352300994     2.02441803    2.459785295     2.56194462    2.269574572    2.310613105    6.317267164   0.2589198033 0.002253507407 0.003379555981 
103          NO_ID    2.340808385    1.896444751    1.550019143    1.947997402    2.059533831    2.361964383    2.074162869    2.143029662    2.297888946   0.4184795136   0.2596187821 0.001284425464 0.002340893628 
104          NO_ID    2.341186065    1.720820823      1.2357468    1.998160791    2.125882867    2.260824474    2.148638307    2.131899833    2.297579144    8.491967444            100            100            100 
105          NO_ID    2.343670284    2.062731125    1.109951828    2.041047101     2.13508045    2.192466005    2.228406021    2.029564716    2.148674721    9.950251198   0.2585663881 0.0007494678523 0.0007845117719 
106          NO_ID    2.346657125    1.897121798    1.614864872     2.11848306    1.931249997    2.235700986    2.538484425    2.269910587    2.064423577    1.175604282    0.259481106 0.0007008038422 0.002010132389 
107          NO_ID    2.347297935    2.030840688    1.031856314      2.3592164    2.491207005    2.530458638    2.485096948    2.222599447    2.379732998    2.316027186   0.2583868235 0.000777924569 0.0006551682541 
108          NO_ID    2.348081822    1.993568994    1.321583593    2.160174883    2.231496875     2.32132854     2.27153716    2.155891458     2.09289188    3.420703038    0.258994678 0.001453113434 0.002574768794 
109          NO_ID     2.34902703    1.636196789    1.167298981    2.013749273    2.060926394    2.394849494    2.084127855    2.091872491    2.073221753     11.2510303   0.2619125462 0.001499888314 0.002776861139 
110          NO_ID    2.350691683    2.129797674   0.8701314219    2.030748616    2.061817244    2.036917298    2.593055986     2.12116508    2.271283838    6.657738545    0.256813921  0.01145347182  0.01229078397 
111          NO_ID    2.350773413    1.626388567    1.416994413    2.110469728    2.310092083    2.061139521    2.138283966    2.128403755    2.253939831    7.826362373   0.2591532051  0.00224756902 0.003715159542 
112          NO_ID    2.351753171     2.01308301    1.391051749    1.902217681    2.476279242    2.579584377    2.061819973    2.197874557    2.063170188     8.68709003   0.2573464029  0.00174021281 0.0004565621308 
113          NO_ID    2.354468359    1.819679459    1.613708404    2.291390365    1.914879506    2.381870778    2.491393278    2.127341768    2.022792802     3.75431462   0.2571852781 0.001638890716 0.002766437942 
114          NO_ID    2.355706631    2.131059241    1.968619217    2.283703516    2.252642315    2.527814238    2.382513549     2.21318015    2.168689435    2.674259681   0.2572161676 0.001347198757 0.002610361215 
115          NO_ID    2.357693391    1.958856117    1.554916567    2.095197068    1.933335606    2.588911774    2.412099742    2.091700863    2.196260168    5.500222857   0.2566360936 0.001040164197 0.002195110746 
116          NO_ID    2.360103148    2.092752976    1.178695707    2.362549595    1.955082359    2.255445765    2.376011429    2.380251883    2.265637713    10.38049299   0.2589910412  0.01850665436  0.01642364532 
117          NO_ID     2.36064942    1.803615739    1.911279583    2.486187497     2.33994034    2.472435438    2.289753476     2.24360967    2.012281396    9.773697204    0.257987907  0.01036610838 0.008547157422 
118          NO_ID    2.361913501    1.975029387     1.54917585    2.063196232    2.184058503    2.059602292    2.320532594    2.076780604    2.248356352    9.764693078   0.2567900667 0.001541972981 0.000127441475 
119          NO_ID    2.362060369    2.159272711    1.345308419    2.128351078    2.486525868    2.404373225    2.025215893    2.148293228    2.202197162    7.248142885   0.2545548244 0.0006902580161 0.0005911631456 
120          NO_ID    2.363344394     1.78049712    1.127607681    2.394522211    2.042102696    2.053345702    2.273773226    2.014921448    2.022446974    9.450462212   0.2579029634  0.00119702633 0.002773719158 
121          NO_ID    2.366921764    1.982558018    1.981831667    2.110500665    2.205435495    2.197598002    2.256004452     2.28639808    2.296369483    10.53186025   0.2555750044  0.01921880237  0.01722537189 
122          NO_ID    2.367350482    2.128936635     1.77537366    2.250877953    1.983667372    2.161524878    2.204855292    2.351091422    2.116658721    9.954378749   0.2548317999   0.0139274512  0.01169871604 
123          NO_ID    2.368876908    1.760963887   0.9387357163    2.435095196    1.996545114    2.477831256     2.37909759    2.324757269    2.224033807    11.70306982   0.2564040094 0.003706073382 0.007407439211 
124          NO_ID    2.369634985    1.693275411    1.981945927    2.189324946     2.00026459    2.217774444    2.094927727    2.235468928    2.161780808    8.007547492   0.2562950247 0.001494253425 0.002757456385 
125          NO_ID    2.371759982    1.914226695    1.525961382    2.284708352    1.963591798    2.361971028    2.449462395    2.170761553    2.363820599    6.699060087   0.2553107285 3.906442592e-05 0.001152453112 
126          NO_ID    2.373692969    2.186445086    1.988875483    1.918940174    2.311604291    2.208660816    2.367203501    2.360217623    2.333476842    5.567228338   0.2565040858 0.003286059003 0.001559904215 
127          NO_ID     2.37443755    1.644988269      1.6317139    2.267115083    2.253996646    2.369012851    2.386718899    2.328077643    2.051663034    2.048257823   0.2569459091 0.001694397019  0.00305315304 
128          NO_ID    2.375138445    1.743557898   0.9574671219    2.118347459    2.029745395    2.518673901    2.090782898    2.279665914     2.18939227     2.18409983    0.257269164 0.007530188989   0.0037640869 
129          NO_ID    2.379722604    2.022181905    1.822249839    2.230777653    1.977240237    2.154060885    2.534074095    2.257096181     2.04718005    3.195054192    0.255680765 0.0005696075115 0.002207941542 
130          NO_ID    2.380451608    1.865886144    1.713942667    2.388550812    2.264046935      2.0828542    2.149375285    2.341790161    2.187135967    11.91488004   0.2556664969  0.01065669246 0.008508544028 
131          NO_ID    2.381746052     1.67984433    1.515041531    2.038949122    2.123844482    2.209732671    2.061386725    2.126210701    2.236861031    6.180494503            100            100            100 
132          NO_ID    2.387865109     1.71964977   0.8697449357    1.906989179    2.126801481    2.405602781    2.252938803    2.016597845    2.203633099    9.406743048            100            100            100 
133          NO_ID    2.391223971    2.096815297     1.56806053     2.27375095    1.956576433    2.026319719    2.052737313     2.06718741    2.195749612    9.617597506   0.2522548734 0.001690740401 0.0001434573189 
134          NO_ID    2.392221067    2.182673954    1.636794108    1.900719974    2.223939552      2.0528154    2.069329172     2.06743879     2.03126267    2.166087567   0.2512366574 0.001261397766 0.002600033988 
135          NO_ID    2.395955681    2.084727264    1.133493847    2.004033628    1.932230944    2.085914597    2.081693814    2.381533629    2.361860345   0.9938598839   0.2521860014  0.00152452689  0.00309549884 
136          NO_ID    2.398457224    1.870754191    1.028479352    2.038096887    2.277759361    2.587561248    2.429833128    2.361604702     2.19900906    9.260333513    0.254104027   0.0062829749  0.00560720889 
137          NO_ID    2.403330897    1.818661791    1.233554791    1.961342481    2.373367726      2.4682484    2.181243634    2.222717781    2.176919511    5.391101916   0.2560608439 0.001773610178 0.003120812019 
138          NO_ID    2.404190971    1.692086051   0.8704196923    1.969267148    2.376794403    2.098801644    2.431238176    2.217504532    2.236629316    7.539381487   0.2565124475  0.01356056987  0.01473240106 
139          NO_ID    2.405121171    1.915243528    1.009016822    1.988881053    2.149368676     2.24345724    2.380913963    2.270990847    2.196166577    10.91450211   0.2535217066 0.0008970552349 0.0005950491927 
140          NO_ID     2.40545582    1.799354571    1.068431023    2.036409913    2.231562492    2.251332229    2.303259981     2.07777421    2.254181035    6.817193776    0.253151572 0.001794470938 0.002332172859 
141          NO_ID    2.411039375    2.031344821   0.9116027603    2.034956116    2.332064795    2.379740932    2.187771516    2.334262645    2.320599411    4.693310421   0.2530107057 0.002223541687 0.006045933159 
142          NO_ID     2.41128367    1.634070391    1.552355304    1.978768326    2.018192367    2.307888921    2.582161693    2.235759195    2.081053523    1.247704156   0.2539543489 0.001492326315  0.00288847029 
143          NO_ID    2.411694894      2.1314582   0.8074914668    2.339414108    2.166534638    2.143409441    2.012673386     2.31655016    2.258726607    11.75523602   0.2504641369   0.1278909329   0.1178295368 
144          NO_ID    2.413134961    2.095312728    1.119375651    2.295200047    2.475016576    2.100002914    2.176133146    2.168212284    2.197548302    7.733267313    0.252553771 0.001077940457 0.0006094016532 
145          NO_ID    2.417545744    1.743053283     1.75424734    1.994252222    2.041550547    2.151324449    2.481980094    2.117886765    2.350292582    3.575725114   0.2520189091 0.001132249521  0.00260533947 
146          NO_ID    2.417954534    1.885134403    1.768515207    2.399743666    2.368471756    2.391154439     2.30763598    2.162850076     2.35097153    3.197507351   0.2524164618   0.0016046463 0.002827057718 
147          NO_ID    2.418283839    1.983158078    1.247991606    2.437973728    2.437685664     2.44318543    2.184769535    2.280491044    2.180876467    8.775070437            100            100            100 
148          NO_ID    2.423521722    1.928839274    1.378958501    2.347654268    2.141836739    2.560033479    2.173031981    2.233696071    2.172546092    2.155656478   0.2514620114 0.001214956099   0.0026989104 
149          NO_ID    2.424855743    2.106741475    1.851083351    2.272349325    1.937490091     2.08735892    2.409266623    2.020364051    2.179404359    4.323847607   0.2506805167 0.0008373082165 0.002316608999 
150          NO_ID    2.426227264    1.950430169    0.968198197    2.287997916     2.17309696    2.394543998    2.042442349    2.038686736    2.138263652   0.8094969843    0.250864808 0.008066781048 0.005316640381 
151          NO_ID    2.427073293    1.667090094   0.9710355439    2.299082562    1.935949145    2.520716409    2.132125754    2.002881584     2.28963072    6.419663013   0.2535464243 0.006984929178 0.004168941294 
152          NO_ID    2.428099022    2.128190819    1.917313965    2.174479489    2.111453491    2.216902674    2.104215689    2.203652319    2.308607601    4.209094452   0.2492667137 0.0009906156051 0.0004291821653 
153          NO_ID    2.429602603    2.112562777    1.667479671     1.97749727     1.97309968    2.574822418    2.060562383    2.277380567    2.396635042    9.627415229   0.2496374956 0.000510701174 0.001953480772 
